Expediente;Período;Legislatura;Fecha;Proponente;Parlamento;Título;Objeto
05597/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;24/06/2020;Congreso;Frente Popular Agrícola del Perú;RESOLUCIÓN LEGISLATIVA QUE MODIFICA EL CÓDIGO DE ÉTICA PARLAMENTARIA;Propone Resolución Legislativa del Congreso es modificar el Código de Ética Parlamentaria, con la finalidad de establecer que la conformación de la Comisiòn de Ética Parlamentaria se realice de acuerdo al criterio de pluralidad.
05596/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;24/06/2020;Congreso;Partido Morado;LEY QUE MEJORA LA IMPLEMENTACIÓN DEL PROGRAMA REACTIVA PERÚ;Propone modificar el Decreto Legislativo 1485, que aprueba la ampliación del monto máximo autorizado para el otorgamiento de la garantía del gobierno nacional a los créditos del Programa REACTIVA PER, con el fin de garantizar que los créditos distribuidos por este programa alcancen de manera
05595/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;24/06/2020;Congreso;Frente Popular Agrícola del Perú;"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA IMPLEMENTACIÓN DE UN FONDO """"REACTIVA AGRO"""" PARA LA PEQUEÑA AGRICULTURA FAMILIAR";"Propone declarar de necesidad pública e interés nacional la implementación de un fondo """"Reactiva Agro"""" para promover el financiamiento, a efectos de reactivar el desarrollo de la pequeña agricultura familiar y garantizar la seguridad alimentaria en nuestro país."
05594/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;24/06/2020;Congreso;Frente Amplio por Justicia, Vida y Libertad;LEY QUE ESTABLECE MEDIDAS PARA EXCLUIR EL APOYO ESTATAL DEL PROGRAMA REACTIVA PERÚ A LAS PERSONAS NATURALES Y JURÍDICAS QUE TENGAN PROPIEDADES EN PARAÍSOS FISCALES Y BENEFICIE PREFERENTEMENTE A LAS MICRO Y PEQUEÑAS EMPRESAS;Propone impedir el apoyo estatal del Programa Reactiva Perú a las personas naturales y jurídicas que poseen propiedades, de cualquier tipo, en territorios o jurisdicciones no cooperantes o de nula o baja imposición denominados como paraísos fiscales y se establezca medidas que beneficien preferentemente a las micro y pequeñas empresas.
05593/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;24/06/2020;Congreso;Podemos Perú;RESOLUCIÓN LEGISLATIVA QUE INCLUYE UN TERCER PÁRRAFO EN EL INCISO F) Y MODIFICA EL INCISO J) DEL ARTÍCULO 22 DEL REGLAMENTO DEL CONGRESO DE LA REPÚBLICA;Propone dictar disposiciones específicas para la regulación del pago que, por concepto de Gastos de Instalación perciben por única vez los Congresistas de la República electos, para garantizar la función del Congresista de la República, establecida en el artículo 92 de la Constitución Política del Perú
05592/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;24/06/2020;Congreso;Podemos Perú;LEY QUE MODIFICA EL ARTÍCULO 18 DEL DECRETO LEGISLATIVO 1267 LEY DE LA POLICÍA NACIONAL DEL PERÚ;Propone modificar el artículo 18 del Decreto Legislativo 1267 Ley la Policía Nacional del Perú.
05591/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Alianza Para el Progreso;LEY QUE REGULA LA PRODUCCIÓN, COMERCIALIZACIÓN Y ABASTECIMIENTO DEL OXÍGENO MEDICINAL EN LOS ESTABLECIMIENTOS DE SALUD;Propone regular la producción, comercialización y abastecimiento del oxígeno medicinal que se utiliza en todos los establecimientos de salud, públicos, privados y mixtos a nivel nacional.
05590/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Alianza Para el Progreso;LEY QUE INCORPORA EL NUMERAL 4, AL ARTÍCULO 85 DE LA LEY 27972, LEY ORGÁNICA DE MUNICIPALIDADES, A FIN DE FORTALECER EL RÉGIMEN LABORAL DEL SERVICIO DE SERENAZGO EN EL PERÚ;Propone incorporar el numeral 4, al artículo 85 de la Ley 27972, Ley Orgánica de Municipalidades, a fin de fortalecer el régimen laboral del servicio de Serenazgo en el Perú
05589/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Alianza Para el Progreso;LEY QUE PROMUEVE LA MERITOGRACIA EN EL SECTOR PÚBLICO IMPULSANDO LA CONTRATACIÓN EN LA ADMINISTRACIÓN PÚBLICA DE TALENTO HUMANO QUE OCUPE EL PRIMER PUESTO DE SU CARRERA PROFESIONAL;Propone ley que promueve la meritogracia en el sector público impulsando la contratación en la administración pública de talento humano que ocupe el primer puesto de su carrera profesional.
05588/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Acción Popular;LEY QUE FACULTA AL PODER EJECUTIVO LA REORGANIZACIÓN DEL MINISTERIO DE AGRICULTURA Y RIEGO;Propone facultar al Poder Ejecutivo, la reorganización de la estructura organizacional y funcional del Ministerio de Agricultura y Riego, y de las entidades adscritas y vinculadas al sector, así como su adecuación a la realidad para la sostenibilidad de políticas y programas sectoriales.
05587/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Unión por el Perú;LEY QUE AUTORIZA EL NOMBRAMIENTO DE AUXILIARES DE EDUCACIÓN QUE LABORAN EN LAS INSTITUCIONES Y PROGRAMAS PÚBLICOS DE EDUCACIÓN BÁSICA, REGULAR Y ESPECIAL;Propone autorizar al Ministerio de Educación (Minedu) a efectuar el nombramiento de personal auxiliar de educación de las instituciones educativas y programas públicos educativos de Educación Básica, Regular y Especial, que a la entrada en vigencia de la presente ley se encuentren prestando servicios en la condición de contratados bajo cualquier modalidad.
05586/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Unión por el Perú;LEY QUE OTORGA NORMAS DE PROTECCIÓN A LOS ASOCIADOS DE LA DERRAMA MAGISTERIAL;Propone otorgar normas de protección a los asociados de la Derrama Magisterial
05585/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PRIORITARIO INTERÉS NACIONAL EL AFIANZAMIENTO DE LA REPRESA DE POECHOS, LA RECONSTRUCCIÓN DEL CUENCO AMORTIGUADOR, EL REVESTIMIENTO DEL CANAL MIGUEL CHECA Y LA CONSTRUCCIÓN DEL RESERVORIO SATÉLITE SAN FRANCISCO;Propone declarar de necesidad pública y prioritario interés nacional el afianzamiento de la Represa de Poechos, la reconstrucción del cuenco amortiguador, el revestimiento y ampliación del canal Miguel Checa y la construcción del reservorio satélite San Francisco.
05584/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Unión por el Perú;LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 62 DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO;Propone modificar el artículo 62 de la Constitución Política del Estado, referente a la libertad de contratar,
05583/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Unión por el Perú;LEY QUE MODIFICA EL ARTÍCULO 23 DE LA LEY DE CARRERA PÚBLICA MAGISTERIAL;Propone modificar el artícuo 23 de la Ley 29062, Ley que modifica la Ley del profesorado en lo referido a la Carrera Pública Magisterial.
05582/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Acción Popular;LEY QUE PROHIBE LA SUSPENSIÓN DEL SERVICIO DE TELECOMUNICACIONES EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL;Propone ley que prohíbe la suspensión del servicio de telecomunicaciones en el marco del Estado de Emergencia Nacional.
05581/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Unión por el Perú;LEY QUE DECLARA EN EMERGENCIA NACIONAL EL SISTEMA EDUCATIVO EN EL PERÚ Y PROPONE SU REFORMA INTEGRAL;Propone declarar en emergencia el sistema educativo nacional y reformarlo integralmente a fin de superar la aguda crisis que ésta atraviesa en todos sus niveles y sus modalidades de la educación básica y superior, agudizada por la emergencia sanitaria del COVID-19
05580/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Unión por el Perú;LEY DE INHABILITACIÓN PERPETUA PARA CONTRATAR CON EL ESTADO A EMPRESAS Y ACCIONISTAS QUE HAYAN INCURRIDO EN ACTOS DE CORRUPCIÓN EN AGRAVIO DEL ESTADO;Propone prohibir de manera perpetua oara contratar con el Estado a personas jurídicas con responsabilidades administrativas, asimismo, a los socios, accionistas, participacionistas que hayan incurrido en los delitos previstos en los artículos 382 (Concusión), 384 (Colusión simple y agravada), 397 (Cohecho activo genérico), 397-A (Cohecho activo transnacional), 398 (Cohecho activo específico) y 400 (Tráfico de influencias) del Código Penal.
05579/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;22/06/2020;Congreso;Acción Popular;LEY QUE DECLARA DE INTERÉS PÚBLICO LA CREACIÓN DEL DISTRITO DE LLICUA DE LA PROVINCIA Y DEPARTAMENTO DE HUÁNUCO;Propone declarar de interés público, la creación del distrito de Llicua de la provincia y departamento de Huánuco, con la finalidad de priorizar la creación del mismo.
05578/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;22/06/2020;Congreso;Acción Popular;LEY QUE DECLARA DE INTERÉS PÚBLICO LA CREACIÓN DEL DISTRITO DE LAS MORAS DE LA PROVINCIA Y DEPARTAMENTO DE HUÁNUCO;Propone declarar de interés público, la creación del distrito de Las Moras de la provincia y departamento de Huánuco, con la finalidad de priorizar la creación de la misma.
05577/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;22/06/2020;Congreso;Acción Popular;LEY QUE DECLARA DE INTERÉS PÚBLICO LA CREACIÓN DEL DISTRITO DE SANTIAGO DE LLACÓN DE LA PROVINCIA Y DEPARTAMENTO DE HUÁNUCO;Propone declarar de interés público, la creación del distrito de Santiago de Llacón, de la provincia y departameno de Huánuco, con la finalidad de priorizar la creación de la misma.
05576/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Acción Popular;LEY QUE DECLARA DE INTERÉS PÚBLICO LA CREACIÓN DEL DISTRITO DE TAMBOGAN DE LA PROVINCIA Y DEPARTAMENTO DE HUÁNUCO;Propone declarar de interés público, la creación del distrito de Tambogan de la provincia y departamento de Huánuco, con la finalidad de priorizar la creación del mismo.
05575/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;23/06/2020;Congreso;Fuerza Popular;LEY QUE REDUCE LA EDAD DE JUBILACIÓN EN EL RÉGIMEN GENERAL DEL SISTEMA NACIONAL DE PENSIONES, DECRETO LEY 19990 Y EN EL SISTEMA PRIVADO DE ADMINISTRACIÓN DE FONDOS DE PENSIONES, LEY 25897;Propone reducir la edad de jubilación de los asegurados, hombres y mujeres a 60 años de edad, tanto en el régimen general del sistema nacional de pensiones, Decreto Ley 19990, como en el sistema privado de administración de fondo de pensiones, Ley 25897
05574/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;22/06/2020;Congreso;Acción Popular;RESLUCIÓN LEGISLATIVA QUE MODIFICA EL ARTÍCULO 22 DEL REGLAMENTO DEL CONGRESO DE LA REPÚBLICA, PARA LA REGULACIÓN DE LOS GASTOS DE INSTALACIÓN DE LOS CONGRESISTAS;Proyecto de Resolución Legislativa que modifica el artículo 22 del Reglamento del Congreso de la República, para la regulación de los gastos de Instalación de los congresistas
05573/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;22/06/2020;Congreso;Fuerza Popular;LEY QUE REGULA LA INCORPORACIÓN DE LAS MYPES EN EL COMERCIO ELECTRÓNICO;Proyecto de Ley que regula la incorporación de las MYPEs en el Comercio Electrónico
05572/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;22/06/2020;Congreso;Alianza Para el Progreso;LEY QUE ESTABLECE LA REESTRUCTURACIÓN DEL SISTEMA NACIONAL DE PENSIONES DEL DECRETO LEY 19990 Y REGÍMENES ESPECIALES;Propone reestructurar el Sistema Nacional de Pensiones del Decreto Ley 19990 en cuanto a los requisitos para acceder a una pensión de jubilación, así como determinar el monto de las pensiones mínima y máxima vital.
05571/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;22/06/2020;Congreso;Acción Popular;LEY QUE APRUEBA MEDIDAS EXTRAORDINARIAS PARA EL USO DE LOS RECURSOS DE LA LEY 30896 LEY QUE PROMUEVE LA INVERSIÓN Y DESARROLLO DE LA REGIÓN AMAZÓNICA PARA AFRONTAR LAS CONSECUENCIAS DEL COVID 19;Propone establecer como medida extraordinaria y transitoria, autorizar a los gobiernos regionales de Ucayali, San Martín, Madre de de Dios y Amazonas, así como a los gobiernos locales provinciales y distritales mencionados en el artículo 3 de la Ley 27037, Ley de Promoción de la Inversión en la Amazonía, el uso de los recursos regulados en la Ley 30896 Ley que promueve la inversión y desarrollo de la Región Amazónica, para implementar y repotenciar el sector salud, en un contexto de pandemia mundial por el COVID-19
05570/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;22/06/2020;Congreso;Alianza Para el Progreso;LEY DE REFORMA INTEGRAL AL SISTEMA PERUANO DE PENSIONES;Propone una reforma integral al sistema peruano de pensiones, implementando un sistema multipilar basado en principios de universalidad subjetiva, solidaridad, eficiencia y equidad.
05569/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;19/06/2020;Congreso;Acción Popular;LEY QUE MODIFICA LOS ARTÍCULOS 4 Y 6 DE LA LEY 30897, LEY DE PROMOCIÓN DE LA INVERSIÓN Y DESARROLLO DEL DEPARTAMENTO DE LORETO;Proyecto de ley que modifica los artículos 4 y 6 de la Ley 30897, Ley de Promoción de la Inversión y Desarrollo del Departamento de Loreto
05568/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;19/06/2020;Congreso;Acción Popular;LEY QUE MODIFICA LA DISTRIBUCIÓN DEL CANON A FAVOR DE LAS COMUNIDADES CAMPESINAS Y NATIVAS;Proyecto de Ley que modifica la distribución del Canon a favor de las Comunidades Campesinas y Nativas
05567/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;19/06/2020;Congreso;Frente Popular Agrícola del Perú;LEY QUE AUTORIZA EL USO DEL OXÍGENO MEDICINAL DE CONCENTRACIÓN NO MENOR AL 93% EN TODOS LOS ESTABLECIMIENTOS DE SALUD PÚIBLICOS Y PRIVADOS A NIVEL NACIONAL;Propone autorizar en todos los establecimientos de salud públicos y privados a nivel nacional, el uso del Oxígeno Medicinal de concentración no menor al 93%.
05566/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;19/06/2020;Congreso;Somos Perú;LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 93 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ PARA ELIMINAR LA INMUNIDAD PARLAMENTARIA;Propone modificar el artículo 93 de la Constitución Política del Perú para eliminar la inmunidad parlamentaria
05565/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Unión por el Perú;LEY QUE MODIFICA EL DECRETO DE URGENCIA 016-2020, DECRETO DE URGENCIA QUE ESTABLECE MEDIDAS EN MATERIA DE LOS RECURSOS HUMANOS DEL SECTOR PÚBLICO;Proyecto de ley que modifica el Decreto de Urgencia 016-2020, Decreto de Urgencia que establece medidas en materia de los recursos humanos del sector público
05564/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Somos Perú;LEY QUE PRORROGA EXCEPCIONALMENTE LA VIGENCIA DE PODERES DE REPRESENTANTES DE COOPERATIVAS EN EL MARCO DE LA EMERGENCIA NACIONAL;Proyecto de Ley que prorroga excepcionalmente la vigencia de poderes de representantes de cooperativas en el marco de la Emergencia Nacional
05563/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA AMPLIACIÓN DE PLAZO DE LA FORMALIZACIÓN Y ACCESO A LA PROPIEDAD INMUEBLE;Proyecto de Ley que declara de necesidad pública e interés nacional la ampliación de plazo de la formalización y acceso a la propiedad inmueble
05562/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Acción Popular;LEY QUE DECLARA DE PREFERENTE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CONSTRUCCIÓN DEL PUENTE SOBRE EL RÍO ISPIHUACAZU EN EL DISTRITO DE PALCAZÚ, PROVINICA DE OXAPAMPA, DEPARTAMENTO DE PASCO;Proyecto de Ley que declara de preferente interés nacional y necesidad pública laconstrucción del Puente sobre el río Ispihuacazu en el Distrito de Palcazú, Provincia de Oxapampa, Departamento de Pasco
05561/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Frente Amplio por Justicia, Vida y Libertad;LEY DE ELECCIÓN DE MAGISTRADAS Y MAGISTRADOS DEL TRIBUNAL CONSTITUCIONAL, QUE BUSCA LA TRANSPARENCIA DEL PROCESO E IDONEIDAD DE SUS INTEGRANTES;Proyecto de Ley de elección de Magistradas y Magistrados del Tribunal Constitucional, que busca la transparencia del proceso e idoneidad de sus integrantes
05560/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Frente Amplio por Justicia, Vida y Libertad;LEY DE INCLUSIÓN SOCIAL DE LOS DESPLAZADOS FORZADOS INTERNOS POR COVID-19;Proyecto de Ley de inclusión de los desplazados forzados internos por el COVID-19
05559/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Alianza Para el Progreso;LEY QUE ESTABLECE LA PARIDAD Y ALTERNANCIA DE LAS MUJERES EN EL ÁMBITO POLÍTICO Y EN CARGOS DE DIRECCIÓN EN LOS SECTORES PÚBLICO Y PRIVADO;Propone establecer la paridad y alternancia de las mujeres en el ámbito público y en cargos de dirección en los sectores público y privado, estableciendo mecanismos de equidad para su participación en procesos de elección popular y en la elección y designación en los distintos estamentos representativos y cargos de dirección en los sectores público y privado.
05558/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Unión por el Perú;LEY QUE MODIFICA EL ARTÍCULO 2 DE LA LEY 30897, LEY DE PROMOCIÓN DE LA INVERSIÓN Y DESARROLLO DEL DEPARTAMENTO DE LORETO;Proyecto de Ley que modifica el artículo 2 de la Ley 30897, Ley de promoción de la inversión y desarrollo del Departamento de Loreto
05557/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Partido Morado;LEY QUE MODIFICA EL CÓDIGO PENAL Y EL CÓDIGO PROCESAL PENAL PARA ASEGURAR LA REPARACIÓN CIVIL INTEGRAL A LAS VÍCTIMAS DE TRATA DE PERSONAS Y DE EXPLOTACIÓN EN TODAS SUS FORMAS;Proyecto de Ley que modifica el Código Penal y el Código Procesal Penal para asegurar la reparación civil integral a las víctimas de trata de personas y de explotación en todas sus formas
05556/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Partido Morado;LEY QUE INCORPORA EL TÍTULO I-A A LA PARTE ESPECIAL DEL CÓDIGO PENAL, REFERIDO A LOS DELITOS CONTRA LA DIGNIDAD HUMANA, Y TIPIFICA EL DELITO DE EXPLOTACIÓN HUMANA;Poryecto de Ley que incorpora el Título I-A a la parte especial del Código Penal, referido a los Delitos Contra la Dignidad Humana, y tipifica el Delito de Explotación Humana
05555/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Acción Popular;RESOLUCIÓN LEGISLATIVA QUE MODIFICA EL REGLAMENTO DEL CONGRESO DE LA REPÚBLICA EN SUS ARTÍCULOS 31-A, 73 Y 78 PARA LIMITAR LOS MECANISMOS DE EXONERACIÓN PARA EL DEBATE DE PROYECTOS DE LEY EN EL PLENO DEL CONGRESO;Proyecto de Resolución Legislativa que modifica el Reglamento del Congreso de la República en sus artículos 31-A, 73 y 78 para limitar los mecanismos de exoneración para el debate de los Proyectos de Ley en el Pleno del Congreso
05554/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL MEJORAMIENTO DE LA CARRETERA DE INTEGRACIÓN ALFONSO BARRANTES LINGÁN DE LA PROVINCIA DE SAN MIGUEL, REGIÓN CAJAMARCA;"Propone declarar de interés nacional el """"Mejoramiento de la Carretera de Integración Alfonso Barrantes Lingan"""", a ejecutarse en la provincia de San Miguel, región Cajamarca."
05553/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Fuerza Popular;LEY QUE ESTABLECE EL OTORGAMIENTO DEL BONO UNIVERSAL A LOS TRABAJADORES CONTAGIADOS CON EL COVID-19;"Propone otorgar el """"Bono Universal"""" a los trabajadores contagiados por el Covid-19, incorporándolos como beneficiados de lo dispuesto en el Decreto de Urgencia 052-2020, que extablece medidas extraordinarias para reducir el impacto negativo en la economía de los hogares afectados por las medidas de aislamiento e inmovilización social obligatoria a nivel nacional."
05552/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Fuerza Popular;LEY DEL CATASTRO RURAL MULTIPROPÓSITO;Propone regular el catastro rural multiproposito, a cargo del Ministerio de Agricultura y Riego, en calidad de herramienta que permita el diseño e implementación de políticas, planes y programas orientada a impulsar el desarrollo rural del territorio nacional.
05551/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;18/06/2020;Congreso;Fuerza Popular;LEY DEL FORTALECIMIENTO DE LAS DIRECCIONES REGIONALES AGRARIAS A CRGO DE LOS GOBIERNOS REGIONALES;Proyecto de Ley de fortalecimiento de las Direcciones Regionales Agrarias a cargo de los Gobiernos Regionale
05550/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;17/06/2020;Congreso;Fuerza Popular;LEY QUE INCORPORA AL RÉGIMEN LABORAL DEL DECRETO LEGISLATIVO 728 O AL DECRETO LEGISLATIVO 276 SEGÚN CORRESPONDA, A LOS TRABAJADORES BAJO EL RÉGIMEN DE CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS (CAS);Propone incorporar a los trabajadores que se encuentren contratados bajo el régimen del Decreto Legislativo 1057, Decreto Legislativo que regula el régimen especial de Contratación Administrativa de Servicos (CAS), al régimen laboral del Cecreto Legislativo 728, Ley de Productividad y Competitividad Laboral y al Decreto Legislativbo 276, Ley de Bases de la Carrera Administrativa y de Remuneraciones del Sector Público.
05549/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;17/06/2020;Congreso;Frente Popular Agrícola del Perú;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LAS ACTIVIDADES DE PREPARACIÓN DE ALIMENTOS Y APOYO SOCIAL QUE BRINDAN LOS COMEDORES POPULARES;Propone declarar de necesidad pública e interés nacional las actividades de preparación de alimentos y apoyo social que brindan los Comedores Populares, con el propósito de ampliar los lugares de atención, para que sean beneficiadas un mayor número de personas, que se encuentran en situación de vulnerabilidad y de inseguridad alimentaria, por no disponer de recursos para cubrir las necesidades alimenticias de sus familias, por efecto de las medidas de emergencia dictadas para combatir el COVID-19
05548/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;17/06/2020;Congreso;Acción Popular;"LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA INSTALACIÓN DE ANTENAS DE RADIO, TELEVISIÓN E INTERNET PARA FACILITAR A NIÑOS, NIÑAS Y ADOLESCENTES DE ZONAS RURALES, EL APRENDIZAJE DE LECCIONES A DISTANCIA """"YO APRENDO EN CASA"""".";"Propone declarar de interés nacional y necesidad pública la instalación de antenas de radio, televisión e internet, para facilitar a niños, niñas y adolescentes de zonas rurales, el aprendizaje de las lecciones a distancia """"Yo Aprendo en Casa""""."
05547/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;17/06/2020;Congreso;Partido Morado;LEY QUE MODIFICA EL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE 1993, PARA ESTABLECER LA EXIGENCIA DE SEGUNDA VOTACIÓN EN LA APROBACIÓN DE INICIATIVAS LEGISLATIVAS;Propone modificar el artículo 105 de la Constitución Política de 1993
05546/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;17/06/2020;Congreso;Partido Morado;RESOLUCIÓN LEGISLATIVA QUE MODIFICA EL REGLAMENTO DEL CONGRESO Y CREA LA OFICINA DE ESTUDIOS ECONÓMICOS DEL CONGRESO DE LA REPÚBLICA;Propone modificar los artículos 26, 75 y 78 del Reglamento del Congreso de la República.
05545/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;17/06/2020;Congreso;Partido Morado;RESOLUCIÓN LEGISLATIVA DEL CONGRESO QUE MODIFICA LOS ARTÍCULOS 31-A, 61, 73 Y 78 DEL REGLAMENTO DEL CONGRESO DE LA REPÚBLICA, PARA OPTIMIZAR LA REALIZACIÓN Y TRANSPARENCIA DEL PROCESO DELIBERATIVO;Propone modificar los artículos 31-A, 51, 73 y 78 del Reglamento del Congreso de la República
05544/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;17/06/2020;Congreso;Fuerza Popular;LEY QUE PROMUEVE EL FORTALECIMIENTO DEL FONDO DE COMPENSACIÓN REGIONAL-FONCOR;Propone el fortalecimiento del Fondo de Compensación Regional-FONCOR como una fuente de financiamiento de los proyectos de inversión pública que se encuentran a cargo de los Gobiernos Regionales.
05543/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;17/06/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL HOSPITAL DE ALTA COMPLEJIDAD DE LA RED ASISTENCIAL ANCASH,-ESSALUD EN EL DISTRITO DE NUEVO CHIMBOTE, PROVINCIA DEL SANTA, DEPARTAMENTO DE ANCASH, Y POLICLÍNICO DE COMPLEJIDAD RECIENTE CON CÓDIGO ÚNICO DE INVERSIÓN 2328142 DEBIDO A LA EMERGENCIA SANITARIA CAUSADA POR EL BROTE DEL COVID-19;Propone declarar de interés nacional y necesidad pública del proyecto de inversión pública consistente en la construcción y creación del hospital de alta complejidad de la red asistencial Ancash-Essalud en el distrito de Nuevo Chimbote, provincia del Santa departamento de Ancash y policlínico de complejidad creciente con código único de inversión 2328142 debido a la emergencia sanitaria causada por el brote del covid-19
05542/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;17/06/2020;Congreso;Alianza Para el Progreso;"LEY QUE PROMUEVE DIFUNDE E INCENTIVA EL CONSUMO DEL CAFÉ PERUANO """"CAFETEA PERÚ""""";"Propone difundir e incentivar el consumo del café peruano """"Cafetea Perú"""" como una de las bebidas bandera en todo tipo de ventas oficiales y no oficiales, a nivel nacional, regional e internacional y contribuir de manera directa con el desarrollo económico de los productores agrarios de las zonas cafetaleras del territorio nacional y con la reactivación de la economía peruana."
05541/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;17/06/2020;Congreso;Acción Popular;LEY QUE PROMUEVE LA EDUCACIÓN Y LA CULTURA A TRAVÉS DE LOS MEDIOS DE COMUNICACIÓN Y PROTEGE EL HORARIO FAMILIAR;Proyecto de Ley que promueve la educación y la cultura a través de los medios de comunicación y protege el horario familiar
05540/2020-CR;2016 - 2021;Primera Legislatura Ordinaria 2020;17/06/2020;Congreso;Acción Popular;LEY QUE PROMUEVE LA AGROEXPORTACIÓN Y LA SEGURIDAD ALIMENTARIA NACIONAL;Proyecto de Ley que promueve la Agroexportación y la Seguridad Alimentaria Nacional
