Expediente;Período;Legislatura;Fecha;Proponente;Parlamento;Título;Objeto
06018/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;19/08/2020;Congreso;Frente Popular Agrícola del Perú;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE IRRIGACIÓN SANTA ROSA, EN LA PROVINCIA DE HUAURA, DEPARTAMENTO DE LIMA;Propone declarar de interés nacional y necesidad pública la creación del distrito de Irrigación Santa Rosa en la provovincia de Huaura, departamento de Lima.
06017/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;19/08/2020;Congreso;Frente Popular Agrícola del Perú;LEY DE PROMOCIÓN DE LA EXTENSIÓN AGROPECUARIA;Propone establecer las competencias, instrumentos y mecanismos de articulación de las entidades de los tres niveles de gobierno, para promover, planificar, implementar y evaluar la prestación del Servicio de Extensión Agropecuaria en el país, de acuerdo al potencial agropecuario y a la demanda de los productores.
06016/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;19/08/2020;Congreso;Frente Popular Agrícola del Perú;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL ÁREA NATURAL, PROTEGIDA DE LA DORSAL DE NASCA EN EL DEPARTAMENTO DE ICA;Propone declarar de interés nacional y necesidad pública la creación del Area Natural Protegida de la Dorsal de Nasca, en el departamento de Ica.
06015/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;19/08/2020;Congreso;Frente Popular Agrícola del Perú;LEY QUE CREA EL PROCESO VIRTUAL PARA FILIACIÓN Y ALIMENTOS;Propone crear un proceso especial de filiación y de alimentos, de tramitación virtual, que permita el acceso a la justicia de hombres, mujeres, niños, niñas y adolescentes.
06014/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;19/08/2020;Congreso;Somos Perú;LEY QUE PROHIBE LA UTILIZACIÓN DE RECURSOS ECONÓMICOS Y LOGÍSTICOS DESTINADOS A LA PROMOCIÓN, PREVENCIÓN, DIAGNÓSTICO, TRATAMIENTO Y REHABILITACIÓN DEL CÁNCER PARA OTROS FINES;Propone ley que prohibe la utilizaciòn de recursos económicos y logísticos destinados a la promoción, prevención, diagnóstico, tratamiento y rehabilitación del cáncer para otros fines distintos al aprobado por la ley de presupuesto correspondiente.
06013/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;19/08/2020;Congreso;Partido Morado;LEY QUE FACULTA AL BANCO DE LA NACIÓN A INCORPORARSE AL SISTEMA FINANCIERO NACIONAL;Propone incorporar al Banco de la Nación al sistema financiero nacional a fin que puedan realizar las operaciones y servicios descritas por el artículo 221 de la Ley 26702, Ley General del Sistema Financiero y del Sistema de Seguros y Orgánica de la Superintendeicia de Banca y Seguros.
06012/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;19/08/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE PREFERENTE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA REHABILITACIÓN Y MEJORAMIENTO A NIVEL DE ASFALTADO DEFINITIVO DE LA CARRETERA OXAPAMPA-POZUZO EN LA PROVINCIA DE OXAPÀMPA, DEPARTAMENTO DE PASCO;Propone declarar de preferente interés nacional y necesidad pública la rehabilitaciòn y mejoramiento a nivel de asfaltado definitivo de la carretera Oxapampa-Pozuzo en la provincia de Oxapampa, depàrtamento de Pasco.
06011/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;19/08/2020;Congreso;Somos Perú;LEY QUE PROMUEVE LA GENERACIÓN DE VALOR AGREGADO DE ACTIVIDADES PRODUCTIVAS EN ZONAS ALTOANDINAS;Propone la generación de valor agregado de actividades productivas, de servicios y uso de mano de obra en zonas altoandinas, para aliviar la pobreza.
06010/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;19/08/2020;Congreso;Frente Popular Agrícola del Perú;LEY DE APOYO A LAS MYPES AL MERCADO DE LIBRE ELECTRICIDAD;Propone ley de apoyo a las Mypes al Mercado de Libre Electricidad
06009/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;18/08/2020;Congreso;Acción Popular;LEY QUE POSIBILITA LA SANCIÓN A LOS DOCENTES POR ACTOS DE HOSTIGAMIENTO SEXUAL A LOS ALUMNOS, MODIFICANDO LOS ARTÍCULOS 48 Y 49 DE LA LEY 29944, LEY DE REFORMA MAGISTERIAL;Propone viabilizar la sanción a los docentes por actos de hostigamiento sexual a los alumnos, y otras sanciones, mejorando la tipificidad de las sanciones, modificando los artículos 48 y 49 de la Ley 29944, Ley de Reforma Magisterial.
06008/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;18/08/2020;Congreso;Frente Popular Agrícola del Perú;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA EJECUCIÓN DE LA CONSTRUCCIÓN DE LA CARRETERA CABALLOCOCHA-PALO SECO-BUEN SUCESO, PARA EL DESARROLLO Y COHESIÓN DE LAS ZONAS FRONTERIZAS;"Propone declarar de necesidad pública e interés nacional la inmediata ejecución del proyecto de inversión pública referido a la """"Construcción de la carretera Caballococha-Palo Secto-Buen Suceso para el desarrollo y cohesión de la zona fronteriza, en concordancia con la Ley 29778, Ley Marco para el Desarrollo e Integración Fronteriza y el Decreto Supremoi 015-2018-RE que establece las acciones de desarrollo sostenible e integración para la atenciòn de las áreas críticas de frontera."
06007/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;18/08/2020;Congreso;Podemos Perú;LEY QUE ESTABLECE NUEVOS PARÁMETROS DE GESTIÓN A LA COMISIÓN AD HOC DEL FONAVI, PARA LA COBRANZA DE LA CARTERA DE CUENTAS POR COBRAR DE CRÉDITOS VENCIDOS A CARGO DE PERSONAS NATURALES, ASÍ COMO PARA EL SANEAMIENTO DE LA PROPIEDAD DE TODOS LOS POSESIONARIOS DE TODO TIPO DE TERRENOS Y/O VIVIENDAS CONSTRUIDAS CON RECURSOS DEL FONAVI;Proyecto de Ley que establece nuevos parámetros de gestión a la Comisión Ad Hoc del Fonavi, para la cobranza de la cartera de cuentas por cobrar de créditos vencidos a cargo de personas naturales, así como para el saneamiento de la propiedad de todos los posesionarios de todo tipo de terrenos y/o viviendas construidas con recursos del Fonavi
06006/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;18/08/2020;Congreso;Alianza Para el Progreso;LEY DE REASIGNACIÓN EXCEPCIONAL POR ÚNICA VEZ DE LOS SERVIDORES PÚBLICOS DESTACADOS DEL MINISTERIO DE SALUD-PLIEGO 0-11 LAS GERENCIAS, DIRECCIONES Y ORGANISMOS DESCONCENTRADOS DE SALUD DE LOS GOBIERNOS REGIONALES;Propone que todos los servidores públicos del Ministerio de Salud, Direcciones Regionales de Salud, Gerencias Regionales, Direcciones de Redes Integradas de Salud y Organos Desconcentrados de Salud de los Gobiernos Regionales y otros sectores, que se encuentren en la condición de destacados por diversas circunstancias, excepcionalmente sean reasignados por única vez en las dependencias de salud de destino.
06005/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;18/08/2020;Congreso;Alianza Para el Progreso;LEY QUE MODIFICA LA LEY 28236-LEY QUE CREA HOGARES DE REFUGIO TEMPORAL PARA LAS VÍCTIMAS DE VIOLENCIA FAMILIAR, COMO MECANISMO DE LUCHA CONTRA LA VIOLENCIA HACIA LA MUJER Y POBLACIONES VULNERABLES;Propone modificar los artículos 3 y 4 de la Ley 28236-Ley que crea hogares de refugio temporal para las víctimas de violencia familiar, como mecanismo de lucha contra la violencia hacia la mujer y las poblaciones vulnerables.
06004/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Somos Perú;"LEY QUE CREA LA UNIVERSIDAD NACIONAL DE LAS ARTES DE PIURA SOBRE LA BASE DE LA ESCUELA SUPERIOR DE ARTE PÚBLICA """"IGNACIO MERINO"""" DE PIURA";"Propone crear la Universidad Nacional de las Artes de Piura (UNARP), como persona jurídica de derecho público interno, con sede en el distrito de Paita, provincia de Paita, departamento de Piura, sobre la base de la Escuela Superior de Arte Pública """"Ignacio Merino """" de Piura y constituye pliego presupuestal."
06003/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Partido Morado;LEY QUE FORTALECE HOGARES DE REFUGIO TEMPORAL Y CENTROS DE EMERGENCIA MUJER;Propone modificar la Ley Orgánica de Gobiernos Regionales, Ley 27867, y la Ley Orgánica de Municipalidades, Ley 27972, con el fin de fortalecer los Hogares de Refugio Temporal y los Centros de Emergencia Mujer a cargo de los gobiernos regionales y locales respectivamente, y establecer medidas para enfrentar la violencia contra la mujer y el grupo familiar.
06002/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Alianza Para el Progreso;LEY QUE DEROGA EL DECRETO DE URGENCIA 014-2020, DECRETO DE URGENCIA QUE REGULA DISPOSICIONES GENERALES NECESARIAS PARA LA NEGOCIACIÓN COLECTIVA EN EL SECTOR PÚBLICO, MODIFICA EL DECRETO DE URGENCIA 016-2020, DECRETO DE URGENCIA QUE ESTABLECE MEDIDAS EN MATERIA DE LOS RECURSOS HUMANOS DEL SECTOR PÚBLICO Y DICTA MEDIDAS COMPLEMENTARIAS;Propone derogar en su totalidad el Decreto de Urgencia 014-2020, Decreto de Urgencia que regula disposiciones generales necesarias para la negociación colectiva en el Sector Público.
06001/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Alianza Para el Progreso;LEY QUE MODIFICA EL ARTÍCULO 56 DE LA LEY 30446 Y LOS ARTÍCULOS 1 Y 8 DE LA LEY 30777 QUE RIGEN EL FUNCIONAMIENTO DE LAS ZONAS ESPECIALES DE DESARROLLO-ZED;Propone modificar el primer párrafo del artículo 6 de la Ley 30446 y los artículos 1 y 8 de la Ley 30777 que rigen el funcionamiento de las Zonas Especiales de Desarrollo-ZED, con la finalidad de promover el desarrollo de actividades industriales, comerciales y de servicios, propiciando el encadenamiento económico-productivo en el ámbito de influncia de dichas zonas especiales de desarrollo.
06000/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Somos Perú;LEY QUE DECLARA DE INTERÉS NACIONAL, Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE ÑUNYA JALCA, EN LA PROVINCIA DE UCTUBAMBA, DEPARTAMENTO DE AMAZONAS;Propone ley que declara de interés nacional y necesidad pública la creación del distrito de Ñunya Jalca, en la provincia de Uctubamba, departamento de Amazonas.
05999/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Somos Perú;LEY QUE CREA SISTEMA LOCAL DE GESTIÓN SOCIAL DE HOGARES COMO PLATAFORMA DE INFORMACIÓN SOCIAL OBLIGATORIA PARA MUNICIPALIDADES Y/O ENTIDADES PRIVADAS;Propone crear el sistema local distrital/provincial de gestión social de hogares, como plataforma de información social obligatoria para municipalidades y/o entidades privadas en la implementación de ayuda de asistencia, programas municipales y programas de desarrollo económico local.
05998/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Somos Perú;LEY QUE DISPONE EL NOMBRAMIENTO EXCEPCIONAL DE LOS DOCENTES CONTRATADOS DE EDUCACIÓN SUPERIOR PÚBLICA NO UNIVERSITARIA;Propone ley que dispone el nombramiento excepcional de los Docentes contratados de Educación Superior Pública no Universitaria.
05997/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Somos Perú;LEY QUE EXONERA EL PAGO DEL IMPUESTO GENERAL A LAS VENTAS IGV A LAS MYPE QUE PRESTAN SERVICIOS TURÍSTICOS A FIN DE REACTIVAR EL TURISMO Y SUPERAR LOS EFECTOS ECONÓMICOS GENERADOS POR LA COVID-19;Propone ley que exonera el pago del Impuesto General a las Ventas IGV a las MYPE que prestan servicios turísticos a fin de reactivar el turismo y superar los efectos económicos generados por la COVID-19
05996/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Somos Perú;LEY QUE MODIFICA LA L EY 27607, LEY DEL PORTEADOR;Propone modificar diversos artículos de la Ley 27607, Ley del Porteador.
05995/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Somos Perú;LEY QUE PROTEGE A LOS USUARIOS DE CRÉDITOS Y SERVICIOS DE LAS ENTIDADES FINANCIERAS;Propone proteger a los usuarios de créditos y servicios de las entidades financieras y evitar la usura en los préstamos otorgados.
05994/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Frente Popular Agrícola del Perú;LEY GENERAL DEL PATRIMONIO PALEONTOLÓGICO DE LA NACIÓN Y DE LOS YACIMIENTOS PALEONTOLÓGICOS;Propone la creaciòn del marco jurídico de recuperación, preservación, protección, investigación, puesta en valor, acceso, difusión y aprovechamiento sostenible del Patrimonio Paleontológico de la Nación y de los Yacimientos Paleontológicos.
05993/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Frente Popular Agrícola del Perú;LEY QUE AUTORIZA A LOS GOBIERNOS REGIONALES Y LOCALES A UTILIZAR RECURSOS FINANCIEROS QUE PERCIBEN POR CONCEPTO DE CANON Y REGALÍAS, PARA FORTALECER EL SERVICIO DE SEGURIDAD CIUDADANA EN SUS CIRCUNSCRIPCIONES;Propone autorizxar a los gobiernos regionales y locales a utilizar recursos financieros que perciben por concepto de canon y regalías, para fortalecer el servicio de seguridad ciudadana en el ámbito de sus circunscripciones, en el marco de la emergencia nacional y sanitaria que vive el país por efecto de la pandemia COVID-19,
05992/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE UTILIDAD Y NECESIDAD PÚBLICA EL TRATAMIENTO PREVENTIVO Y CURATIVO DE LA ENFERMEDAD CORONAVIRUS SARS-CoV-2;Propone garantizar el acceso a todas las personas y en particular a la población vulnerable el tratamiento preventivo y curativo de la enfermedad coronavirus SARS-CoV-2
05991/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Alianza Para el Progreso;LEY QUE MODIFICA EL ARTÍCULO 4 DE LA LEY 30137, LEY QUE ESTABLECE CRITERIOS DE PRIORIZACIÓN PARA LA ATENCIÓN DEL PAGO DE SENTENCIAS JUDICIALES;Propone modificar el artículo 4 de la Ley 30137 Ley que establece criterios de priorización para la atención del pago de sentencias judiciales.
05990/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;17/08/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL PROYECTO DE REHABILITACIÓN DEL SISTEMA DE AGUA Y DESAGUE DEL DISTRITO DE CONTAMANA, PROVINCIA DE UCAYALI-LORETO, Y EL MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE CABALLOCOCHA, PROVINCIA DE MARISCAL RAMÓN CASTILLA-LORETO;Propone declarar de necesidad pública e interés nacional el Proyecto de Rehabilitación del Sistema de Agua y Desague del distrito de Contamana, provincia de Ucayali-Loreto y el Proyecto de Mejoramiento y Ampliación del Sistema de Agua Potable y Alcantarillado de Caballococha, provincia de Mariscal Ramón Castilla-Loreto.
05989/2020-PE;2016 - 2021;Segunda Legislatura Ordinaria 2020;15/08/2020;Poder Ejecutivo;;CUENTA GENERAL DE LA REPÚBLICA 2019/PROPONE LA...;Propone someter a consideración del Congreso de la República, la Cuenta General de la República correspondiente al año 2019.
05988/2020-PE;2016 - 2021;Segunda Legislatura Ordinaria 2020;14/08/2020;Poder Ejecutivo;;LEY QUE MODIFICA EL CÓDIGO CIVIL PARA LA PROTECCIÓN DE LAS PERSONAS MENORES DE EDAD, PROHIBIENDO EL MATRIMONIO DE ADOLESCENTES;Propone la protección de las personas menores de edad, con la finalidad de garantizar y alcanzar su desarrollo integral, prohibiendo el matrimonio de adolescentes.
05987/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;14/08/2020;Congreso;Acción Popular;LEY QUE DECLARA EL DÍA NACIONAL DEL TURISMO Y EL DÍA DEL TURISMO AMAZÓNICO;Propone declarar el Día Nacional del Turismo y el Día del Turismo Amazónico, a fin de promover, a nivel nacional e internacional, la gran variedad de atractivos turísticos y así incentivar la reactivación económica y desarrollo social de nuestro país.
05986/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;14/08/2020;Congreso;Partido Morado;LEY DE DISTRITOS SEGUROS;Propone ley que tiene por objeto precisar los alcances de la cooperación que la Policía Nacional del Perú debe brindar a las municipalidades en materia de seguridad ciudadana, y fortalecer las capacidades de las juntas vecinales en los procesos de evaluación de la prestación de los servicios de seguridad ciudadana, conforme a lo dispuesto por el artículo 197 de la Constitución Política.
05985/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;14/08/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA OBRA DE INFRAESTRUCTURA Y SANEAMIENTO DENOMINADA: MEJORAMIENTO E INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL SECTOR DE LA TIERRA PROMETIDA DEL DISTRITO DE ICA, PROVINCIA DE ICA-DEPARTAMENTO DE ICA;"Propone declarar de necesidad pública e interés nacional la obra de infraestructura de saneamiento denominada """"Mejoramiento e Instalación del Servicio de Agua Potable y Alcantarillado, en el Sector de la Tierra Prometida del distrito de Ica, provincia de Ica."
05984/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;14/08/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE FILA ALTA, EN LA PROVINCIA DE JAÉN, DEL DEPARTAMENTO DE CAJAMARCA;Propone declarar de interés nacional y necesidad pública la creación del distrito de Fila Alta, en la provincia de Jaén, del departamento de Cajamarca.
05983/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;14/08/2020;Congreso;Unión por el Perú;LEY DE PROMOCIÓN, FOMENTO Y REACTIVACIÓN DE ACTIVIDADES ECONÓMICAS EN ZONAS ALTO ANDINAS;Propone establecer medidas de promoción, fomento y reactivación de actividades económicas en zonas altoandinas para mejorar la empleabilidad, competitividad y la generación de empleo productivo con la fionalidad de luchar conrtra la pobreza y mejorar la calidad de vida de las familias ubicadas en las referidas zonas.
05982/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;14/08/2020;Congreso;Somos Perú;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA, LA CONSTRUCCIÓN DE LA CARRETERA DE DOBLE VÍA DEL TRAMO KM 15-KM 86, DE LA CARRETERA FEDERICO BASADR,E, DEL DEPARTAMENTO DE UCAYALI;Propone declarar de interés nacional y necesidad pública la construcción de la doble vía de la Carretera Federico Basadre, en los tramos del Km 15 hasta el Km 86, en el departamento de Ucayali.
05981/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;13/08/2020;Congreso;Fuerza Popular;LEY QUE MODIFICA LA LEY 30900 LEY QUE CREA LA AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO (ATU);Propone ley que modifica la Ley 30900, Ley que crea la Autoridad de Transporte Urbano para Lima y Callao (ATU).
05980/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;13/08/2020;Congreso;Fuerza Popular;LEY QUE DECLARA DE INTERÉS NACIONAL, LA CREACIÓN DEL DISTRITO DE VENTANILLA NORTE;Propone declarar de interés nacional la creación del distrito de Ventanilla Norte, en la Provincia Constitucional del Callao.
05979/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;14/08/2020;Congreso;Fuerza Popular;LEY QUE PROMUEVE LA PUESTA EN VALOR MATERIAL E INMATERIAL, DEL CUARTO DEL RESCATE DE ATAHUALPA Y SU ENTORNO PARA FORTALECER LA IDENTIDAD Y EL TURISMO CULTURAL, EN EL MARCO DEL BICENTENARIO DE LA INDEPENDENCIA DEL PERÚ;Propone ley que promueve la puesta en valor material e inmaterial y de manera holística, del Cuarto del Rescate de Atahualpa y su entorno para forttalecer la identididad y el turismo cultural en el marco del Bicentenario de la Independencia del Perú
05978/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;13/08/2020;Congreso;Fuerza Popular;LEY QUE ESTABLECE MEDIDAS PARA ALIVIAR LA ECONOMÍA EN EL SERVICIO DE TRANSPORTE TERRESTRE REGULAR DE PERSONAS EN LOS ÁMBITOS NACIONAL Y REGIONAL;Propone ley que establece medidas para aliviar la economía en el servicio de transporte terrestre regular de personas en los ámbitos nacional y regional.
05977/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;13/08/2020;Congreso;Somos Perú;LEY QUE DECLARA DE NECESIDD PÚBLICA Y PREFERENTE INTERES NACIONAL LA CREACIÓN DEL CENTRO NACIONAL DE TAMIZAJE Y EL CENTRO NACIONAL DE INVESTIGACIÓN DEL CÁNCER Y BANCO DE TUMORES A CARGO DEL INSTITUTO NACIONAL DE SALUD;Propone la creación del Centro Nacional y el Centro Nacional de Investigación del Cáncer y Banco de Tumores a cargo del Instituto Nacional de Salud, como elementos que coadyuven a la detección temprana y tratamiento preventivo o urgente del cáncer, con la finalidad de lograr el incremento de la tasa de recuperación y cura de los pacientes oncológicos, logrando así el mejor aprovechamiento de los recursos públicos.
05976/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;13/08/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE INTERÉS NACIONAL Y DE NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE HUARICHACA, EN LA PROVINCIA DE PACHITEA, DEPARTAMENTO DE HUÁNUCO;Propone declarar de interés nacional y de necesidad pública la creación del distrito de Huarichaca, en la provincia de Pachitea, departamento de Huánuco.
05975/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;13/08/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE INTERÉS NACIONAL Y DE NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE CHINCHAVITO, EN LA PROVINCIA DE PACHITEA, DEPARTAMENTO DE HUÁNUCO;Propone declarar de interés nacional y de necesidad pública la creación del distrito de Chinchavito, en la provincia de Pachitea, departamento de Huánuco.
05974/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;13/08/2020;Congreso;Alianza Para el Progreso;"LEY QUE CREA EL MECANISMO DE PROMOCIÓN A LA INVERSIÓN EN CAPACITACIÓN DENOMINADO """"BECAS POR IMPUESTOS""""";"Propone crear el mecanismo de promoción a la inversión social en capacitación denominado """"Becas por Impuestos""""."
05973/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;13/08/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CONSTRUCCIÓN, MEJORAMIENTO Y PUESTA EN VALOR DEL CIRCUITO TURÍSTICO DENOMINADO LA RUTA DEL RONDERO EN EL CENTRO POBLADO DE CUYUMALCA, PROVINCIA DE CHOTA, DEPARTAMENTO DE CAJAMARCA;Propone declarar de necesidad pública e interés nacional la construcción, mejoramiento y puesta en valor del circuito turístico denominado la Ruta del Rondero en el Centro Poblado de Cuyumalca,provincia de Chota, departamento de Cajamarca.
05972/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;13/08/2020;Congreso;Frente Popular Agrícola del Perú;LEY DE REFORMA FUNCIONAL, INCLUSIVA Y SOSTENIBLE DEL SISTEMA INTEGRAL DE PENSIONES;Propone ley de reforma funcional inclusiva y sostenible del Sistema Integral de Pensiones.
05971/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;13/08/2020;Congreso;Alianza Para el Progreso;RESOLUCIÓN LEGISLATIVA QUE MODIFICA EL ARTÍCULO 22 DEL REGLAMENTO DEL CONGRESO DE LA REPÚBLICA QUE REGULA LOS GASTOS DE INSTALACIÓN;Propone regular los gastos de instalación que se asignan a los Congresistas de la República mediante acuerdo de mesa al inicio del periodo parlamentario.
05970/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;13/08/2020;Congreso;Fuerza Popular;LEY QUE DISPONE EL NOMBRAMIENTO EXCEPCIONAL DE DOCENTES PARA EL AÑO 2020;Propone se autorice al Ministerio de Educación realizar por única vez y de manera excepcional el Concurso de nombramiento de docentes para el ingreso a la Carrera Pública Magisterial en el año 2020, en la modalidad no presencial, respetando el principio de tRansparencia adecuado para dicho fin el artículo 38 del Reglamento de la Ley de Carrera Pública Magisterial aprobado por Deecreto Supremo 004-2013-ED
05969/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;12/08/2020;Congreso;Unión por el Perú;LEY QUE CREA COMO MODALIDAD FORMATIVA EL SESIGRA AGRARIO, PARA EL FORTALECIMIENTO DE LA EXTENSIÓN AGRARIA A TRAVÉS DEL SERVICIO DE PRÁCTICAS PREPROFESIONALES Y PROFESIONALES;Proyecto de Ley que crea como modalidad formativa el sesigra agrario, para el fortalecimiento de la extensión agraria a través del servicio de prácticas preprofesionales y profesionales
05968/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;12/08/2020;Congreso;Frente Popular Agrícola del Perú;LEY QUE GARANTIZA A LOS TRABAJADORES AFILIADOS AL SISTEMA NACIONAL DE PENSIONES (SNP) LA DEVOLUCIÓN DE SUS APORTES;Proyecto de Ley que garantiza a los trabajadores afiliados al Sistema Nacional de Pensiones (SNP) la devolución de sus aportes
05967/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;12/08/2020;Congreso;Acción Popular;"LEY QUE PROHÍBE A FUNCIONARIOS Y SERVIDORES DEL SECTOR PÚBLICO A TENER INTERESES ECONÓMICOS Y/O FINANCIEROS EN PARAÍSOS FISCALES U """"OFFSHORE""""- LEY CONTRA EL DINERO SUCIO";Propone ley que prohíbe a funcionarios y servidores del sector público a tener intereses económicos y/o financieros en paraísos fiscales
05966/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;12/08/2020;Congreso;Acción Popular;LEY DE CREACIÓN DE LA COMISIÓN UNIÓN NACIONAL PARA SITUACIONES DE EMERGENCIA;Propone crear la Comisiòn de Unión Nacional para situaciones de emergencias, con el objeto de articular esfuerzos, coordinar, proponer acciones de corto, mediano y largo plazo mediante políticas públicas, planes, programas y proyectos, de alcance nacional, que tendrán el propósito de mitigar los efectos económicos y sociales negativos derivados de situaciones de crisis humanitarias, catástrofes o graves circunstancias que afecten a la población del país.
05965/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;12/08/2020;Congreso;Frente Popular Agrícola del Perú;LEY QUE PROMUEVE LA INCLUSIÓN FINANCIERA DE MICRO Y PEQUEÑOS AGRICULTORES A TRAVÉS DEL OTORGAMIENTO DE FACILIDADES CREDITICIAS DENTRO DE CONTEXTOS DE ESTADO DE EMERGENCIA;Propone establecer las responsabilidades del Estado en la promoción y desarrollo de los micro y pequeños agricultores a partir del reconocimiento de su importancia y rol en la seguridad alimentaria, en la conservación de la agrobiodiversidad en el uso sostenible de los recursos naturales, en la dinamización de las economías locales, en la contribución al empleo rural y la vigencia de las comunidades mediante el otorgamiento y/o acceso a facilidades crediticias.
